Num of Spin	LeftCredit	Line	BetPerLine	TotalAmount	TotalHit	TotalCoinIn	TotalCoinOut	Hit Rate	PayBack	BaseGame Hit	BaseGame TotalWin	BaseGame Hit Rate	BaseGame PayBack	BaseGame TopAward	BaseGame TopAward ReelsStop	BaseGame TopAward Type	Freespin Total Hit	Freespin Total Win	FreeSpin Total Hit Rate	FreeSpin Total PayBack	Feespin Total Times	Freespin TopAward	FS TopAward ReelsStop	FS TopAward Type	screen Max Award	screen Max Award Hit	Bonus Total Hit	Bonus Total Win	Bonus Total Hit Rate	Bonus Total Payback	Base Mystery Mul1 Hit	Base Mystery Mul2 Hit	Base Mystery Mul3 Hit	Base Mystery Mul4 Hit	Base Mystery Mul5 Hit	Base Mystery Mul6 Hit	Base Mystery Mul7 Hit	Base Mystery Mul8 Hit	Fs Inc Mul1 Times	Fs Inc Mul2 Times	Fs Inc Mul3 Times	Fs Inc Mul4 Times	Fs Inc Mul5 Times	Fs Inc Mul6 Times	Fs Inc Mul7 Times	Fs Inc Mul1 Hit	Fs Inc Mul2 Hit	Fs Inc Mul3 Hit	Fs Inc Mul4 Hit	Fs Inc Mul5 Hit	Fs Inc Mul6 Hit	Fs Inc Mul7 Hit	Fs Inc Mul1 Win	Fs Inc Mul2 Win	Fs Inc Mul3 Win	Fs Inc Mul4 Win	Fs Inc Mul5 Win	Fs Inc Mul6 Win	Fs Inc Mul7 Win	Pay6	Pay6Hit	Pay6PayOut	Pay10	Pay10Hit	Pay10PayOut	Pay20	Pay20Hit	Pay20PayOut	Pay30	Pay30Hit	Pay30PayOut	Pay40	Pay40Hit	Pay40PayOut	Pay50	Pay50Hit	Pay50PayOut	Pay60	Pay60Hit	Pay60PayOut	Pay80	Pay80Hit	Pay80PayOut	Pay100	Pay100Hit	Pay100PayOut	Pay120	Pay120Hit	Pay120PayOut	Pay160	Pay160Hit	Pay160PayOut	Pay200	Pay200Hit	Pay200PayOut	Pay400	Pay400Hit	Pay400PayOut	Pay500	Pay500Hit	Pay500PayOut	Pay1000	Pay1000Hit	Pay1000PayOut	
620000	9998129136	88	1	0.0	135126	54560000	5.2689136E7	0.21794516129032257	0.9657099706744868	135135	34039478	0.21795967741935485	0.6238907258064517	14420	45 18 35 0 93	Base Normal	1853	9577914	0.002988709677419355	0.17554827712609972	17056	20510	70 94 70 57 3	FS	38940.0	1	1797	9071744	0.0028983870967741934	0.16627096774193548	401674	91400	37337	24961	21520	18393	15418	9297	3883	3587	3238	2379	1526	826	1617	1778	1713	1504	1120	683	390	767	1043296	1427088	1695288	1577870	1239252	798000	1797120	6	37308	430278	10	110431	2139160	20	144453	5576500	30	35939	2077320	40	122540	9448480	50	31954	3094800	60	4336	508620	80	10523	1631440	100	37010	7057100	120	767	181560	160	1953	589120	200	2918	1117000	400	241	187600	500	1	500	1000	0	0	
621000	9998108104	88	1	0.0	135333	54648000	5.2756104E7	0.21792753623188404	0.9653803249890206	135342	34100638	0.21794202898550724	0.6240052334943639	14420	45 18 35 0 93	Base Normal	1853	9577914	0.0029838969404186798	0.17526559068950373	17056	20510	70 94 70 57 3	FS	38940.0	1	1799	9077552	0.002896940418679549	0.16610950080515297	402308	91557	37399	25002	21556	18426	15439	9313	3883	3587	3238	2379	1526	826	1617	1778	1713	1504	1120	683	390	767	1043296	1427088	1695288	1577870	1239252	798000	1797120	6	37359	430788	10	110678	2144850	20	144650	5587200	30	36014	2081100	40	122752	9466120	50	32001	3097700	60	4344	509160	80	10548	1635280	100	37089	7071500	120	769	181920	160	1955	589920	200	2918	1117000	400	241	187600	500	1	500	1000	0	0	
622000	9998101592	88	1	0.0	135543	54736000	5.2837592E7	0.21791479099678457	0.9653170125694241	135552	34158514	0.21792926045016078	0.6240593759134756	14420	45 18 35 0 93	Base Normal	1856	9589382	0.0029839228295819938	0.17519332797427653	17080	20510	70 94 70 57 3	FS	38940.0	1	1801	9089696	0.002895498392282958	0.16606430868167202	402949	91711	37453	25046	21592	18452	15470	9327	3892	3590	3243	2382	1528	828	1617	1781	1716	1506	1122	684	390	767	1044160	1428402	1698728	1583180	1239792	798000	1797120	6	37402	431124	10	110851	2148260	20	144890	5596980	30	36072	2084250	40	122937	9480920	50	32047	3100900	60	4354	510240	80	10557	1637920	100	37151	7084100	120	770	182160	160	1960	592960	200	2922	1120600	400	241	187600	500	1	500	1000	0	0	
623000	9998100756	88	1	0.0	135764	54824000	5.2924756E7	0.21791974317817014	0.9653574347001314	135773	34211330	0.21793418940609952	0.6240210491755436	14420	45 18 35 0 93	Base Normal	1860	9613170	0.002985553772070626	0.17534601634320734	17128	20510	70 94 70 57 3	FS	38940.0	1	1803	9100256	0.0028940609951845905	0.1659903691813804	403591	91878	37509	25085	21627	18478	15491	9341	3898	3597	3251	2389	1532	831	1630	1784	1720	1510	1124	686	392	773	1044560	1429512	1701576	1586680	1245312	798714	1806816	6	37466	431760	10	111011	2151220	20	145192	5606920	30	36113	2086410	40	123114	9495240	50	32144	3108700	60	4359	510960	80	10569	1639360	100	37222	7093500	120	771	182280	160	1965	594080	200	2930	1122800	400	241	187600	500	1	500	1000	0	0	
624000	9998089740	88	1	0.0	135976	54912000	5.300174E7	0.2179102564102564	0.9652123397435898	135986	34274956	0.21792628205128206	0.6241797057109557	14420	45 18 35 0 93	Base Normal	1863	9617200	0.0029855769230769233	0.17513840326340327	17152	20510	70 94 70 57 3	FS	38940.0	1	1806	9109584	0.002894230769230769	0.16589423076923077	404241	92021	37569	25121	21676	18511	15513	9348	3911	3599	3258	2391	1532	831	1630	1786	1722	1512	1124	686	392	773	1045480	1430862	1703336	1586680	1245312	798714	1806816	6	37518	432636	10	111203	2154510	20	145366	5614020	30	36184	2091060	40	123319	9513280	50	32205	3117250	60	4365	511380	80	10576	1640480	100	37300	7110200	120	774	182640	160	1967	594400	200	2933	1124600	400	242	188000	500	1	500	1000	0	0	
625000	9998102904	88	1	0.0	136192	55000000	5.3102904E7	0.2179072	0.9655073454545454	136202	34324652	0.2179232	0.6240845818181818	14420	45 18 35 0 93	Base Normal	1867	9647284	0.0029872	0.17540516363636363	17192	20510	70 94 70 57 3	FS	38940.0	1	1810	9130968	0.002896	0.1660176	404888	92162	37639	25162	21705	18542	15539	9363	3924	3607	3261	2394	1534	832	1640	1790	1724	1514	1126	687	393	778	1047604	1433202	1706008	1587830	1248156	800884	1823600	6	37596	433362	10	111365	2157540	20	145629	5623860	30	36237	2093640	40	123488	9523360	50	32245	3120650	60	4371	511800	80	10590	1643040	100	37380	7120700	120	775	182760	160	1975	596640	200	2938	1126000	400	243	190800	500	1	500	1000	0	0	
626000	9998087918	88	1	120.0	136404	55088000	5.3175918E7	0.21789776357827476	0.9652904080743537	136414	34371416	0.21791373801916933	0.6239365379029915	14420	45 18 35 0 93	Base Normal	1869	9655934	0.002985623003194888	0.17528198518733662	17208	20510	70 94 70 57 3	FS	38940.0	1	1814	9148568	0.0028977635782747604	0.16607188498402556	405523	92316	37699	25208	21740	18578	15557	9379	3929	3609	3264	2397	1537	832	1640	1792	1726	1516	1128	687	393	778	1048244	1434282	1706808	1593960	1248156	800884	1823600	6	37645	433896	10	111502	2160100	20	145805	5629660	30	36308	2098530	40	123716	9540920	50	32271	3122550	60	4372	511860	80	10617	1645920	100	37435	7127400	120	775	182760	160	1982	597920	200	2945	1128600	400	243	190800	500	1	500	1000	0	0	
627000	9998067758	88	1	0.0	136628	55176000	5.3243758E7	0.21790749601275916	0.9649803900246484	136638	34420952	0.21792344497607655	0.6238392054516456	14420	45 18 35 0 93	Base Normal	1869	9655934	0.0029808612440191387	0.17500242859214152	17208	20510	70 94 70 57 3	FS	38940.0	1	1818	9166872	0.0028995215311004787	0.16613875598086125	406190	92437	37763	25244	21772	18614	15584	9396	3929	3609	3264	2397	1537	832	1640	1792	1726	1516	1128	687	393	778	1048244	1434282	1706808	1593960	1248156	800884	1823600	6	37687	434502	10	111699	2163040	20	145983	5637180	30	36364	2101440	40	123949	9556720	50	32299	3125750	60	4382	513060	80	10641	1649200	100	37488	7137400	120	777	183840	160	1987	598720	200	2946	1128800	400	243	190800	500	1	500	1000	0	0	
628000	9998056280	88	1	20.0	136853	55264000	5.332028E7	0.21791878980891718	0.9648284597568038	136863	34473458	0.21793471337579617	0.623795925014476	14420	45 18 35 0 93	Base Normal	1871	9661294	0.002979299363057325	0.17482075130283728	17224	20510	70 94 70 57 3	FS	38940.0	1	1821	9185528	0.0028996815286624206	0.16621178343949045	406827	92591	37829	25282	21813	18641	15603	9414	3935	3613	3267	2398	1538	833	1640	1794	1728	1517	1129	688	393	778	1049844	1436472	1707208	1594410	1248876	800884	1823600	6	37762	435288	10	111896	2167480	20	146147	5644220	30	36451	2105820	40	124154	9571600	50	32346	3130250	60	4386	513360	80	10659	1651520	100	37560	7149700	120	779	184320	160	1990	599200	200	2949	1129400	400	243	190800	500	1	500	1000	0	0	
629000	9998070746	88	1	0.0	137081	55352000	5.3422746E7	0.2179348171701113	0.9651457219251337	137091	34529448	0.21795071542130365	0.6238157248157248	14420	45 18 35 0 93	Base Normal	1879	9703370	0.002987281399046105	0.17530297008238185	17304	20510	70 94 70 57 3	FS	38940.0	1	1822	9189928	0.0028966613672496027	0.166027027027027	407475	92729	37894	25319	21853	18664	15631	9435	3950	3627	3281	2416	1542	837	1651	1801	1736	1525	1134	691	395	784	1055344	1442688	1715424	1602530	1253892	801444	1832048	6	37833	436008	10	112061	2170610	20	146375	5651680	30	36508	2109630	40	124330	9584200	50	32404	3135100	60	4391	513660	80	10677	1655120	100	37635	7165500	120	780	184440	160	1996	601600	200	2955	1130600	400	243	190800	500	1	500	1000	0	0	
630000	9998079728	88	1	220.0	137328	55440000	5.3519728E7	0.2179809523809524	0.9653630591630592	137338	34583166	0.21799682539682538	0.6237944805194805	14420	45 18 35 0 93	Base Normal	1883	9719794	0.002988888888888889	0.17532095959595959	17336	20510	70 94 70 57 3	FS	38940.0	1	1828	9216768	0.0029015873015873017	0.16624761904761906	408125	92876	37961	25357	21887	18691	15655	9448	3956	3636	3285	2421	1546	839	1653	1805	1740	1529	1137	694	397	785	1056308	1445124	1718904	1604180	1257912	804678	1832688	6	37908	436926	10	112261	2174250	20	146643	5661720	30	36577	2115690	40	124507	9594920	50	32465	3139800	60	4401	514440	80	10692	1656320	100	37708	7178000	120	780	184440	160	1997	601760	200	2963	1133200	400	244	191200	500	1	500	1000	0	0	
631000	9998090764	88	1	348.0	137545	55528000	5.3618764E7	0.21797939778129952	0.9656166978821495	137555	34638656	0.21799524564183836	0.6238052153868319	14420	45 18 35 0 93	Base Normal	1887	9751900	0.0029904912836767037	0.17562130816885174	17376	20510	70 94 70 57 3	FS	38940.0	1	1830	9228208	0.0029001584786053883	0.16619017432646593	408795	93015	38009	25395	21925	18723	15676	9462	3963	3646	3292	2425	1549	841	1660	1809	1744	1533	1138	696	399	787	1058608	1450014	1728704	1604580	1268508	806078	1835408	6	37987	437946	10	112447	2178250	20	146881	5670680	30	36651	2118660	40	124689	9608880	50	32513	3143900	60	4406	514860	80	10709	1658320	100	37782	7191100	120	781	184560	160	2004	603200	200	2970	1136600	400	244	191200	500	1	500	1000	0	0	
632000	9998090830	88	1	0.0	137725	55616000	5.370683E7	0.21791930379746835	0.9656722885500575	137735	34696772	0.21793512658227848	0.6238631329113924	14420	45 18 35 0 93	Base Normal	1889	9771642	0.0029889240506329115	0.17569839614499425	17408	20510	70 94 70 57 3	FS	38940.0	1	1832	9238416	0.00289873417721519	0.16611075949367088	409451	93165	38061	25440	21969	18744	15699	9471	3967	3649	3297	2428	1552	842	1673	1811	1746	1534	1140	698	400	794	1058828	1450968	1729064	1607420	1269888	807618	1847856	6	38045	438432	10	112573	2181600	20	147031	5675840	30	36689	2120970	40	124862	9624440	50	32562	3150050	60	4407	514920	80	10725	1659840	100	37843	7204700	120	782	184680	160	2009	604000	200	2981	1145200	400	245	191600	500	1	500	1000	0	0	
633000	9998086154	88	1	0.0	137964	55704000	5.3790154E7	0.2179526066350711	0.9656425750394945	137974	34770634	0.21796840442338072	0.624203540140744	14420	45 18 35 0 93	Base Normal	1890	9781104	0.002985781990521327	0.17559069366652305	17416	20510	70 94 70 57 3	FS	38940.0	1	1832	9238416	0.0028941548183254342	0.1658483412322275	410106	93315	38130	25470	22002	18774	15717	9486	3969	3650	3298	2430	1553	843	1673	1812	1747	1535	1141	699	401	794	1060464	1451238	1729136	1608520	1276188	807702	1847856	6	38070	438744	10	112782	2185190	20	147264	5685020	30	36755	2124030	40	125111	9645320	50	32644	3158050	60	4416	516420	80	10746	1662320	100	37947	7227800	120	783	184800	160	2013	604640	200	2984	1145800	400	246	192000	500	1	500	1000	0	0	
634000	9998078076	88	1	0.0	138169	55792000	5.3870076E7	0.21793217665615142	0.9655519787783194	138179	34833242	0.21794794952681387	0.6243411600229424	14420	45 18 35 0 93	Base Normal	1894	9792610	0.0029873817034700317	0.17551996702036135	17448	20510	70 94 70 57 3	FS	38940.0	1	1834	9244224	0.002892744479495268	0.16569085173501577	410738	93484	38190	25500	22036	18815	15741	9496	3983	3656	3303	2432	1558	843	1673	1816	1751	1538	1143	699	401	794	1061400	1455348	1732696	1611420	1276188	807702	1847856	6	38141	439422	10	112949	2188550	20	147449	5694440	30	36803	2126880	40	125332	9665200	50	32722	3166950	60	4425	517740	80	10753	1664000	100	38002	7238200	120	786	185640	160	2014	605120	200	2989	1148200	400	247	192400	500	1	500	1000	0	0	
635000	9998089326	88	1	0.0	138396	55880000	5.3969326E7	0.21794645669291338	0.965807551896922	138406	34906700	0.21796220472440944	0.6246725125268432	14420	45 18 35 0 93	Base Normal	1896	9807842	0.002985826771653543	0.17551614173228347	17464	20510	70 94 70 57 3	FS	38940.0	1	1836	9254784	0.0028913385826771654	0.16561889763779528	411356	93633	38257	25548	22077	18854	15766	9509	3985	3661	3306	2437	1559	843	1673	1818	1753	1540	1144	700	401	794	1061524	1457466	1737616	1617270	1278408	807702	1847856	6	38184	439890	10	113130	2191540	20	147713	5705420	30	36848	2130390	40	125556	9684680	50	32761	3171400	60	4430	518220	80	10776	1666640	100	38067	7257900	120	787	185880	160	2016	605440	200	2996	1153200	400	249	195600	500	1	500	1000	0	0	
636000	9998077244	88	1	0.0	138623	55968000	5.4045244E7	0.21796069182389938	0.9656454402515723	138633	34966354	0.21797641509433963	0.6247561821040595	14420	45 18 35 0 93	Base Normal	1897	9818826	0.002982704402515723	0.17543642795883363	17488	20510	70 94 70 57 3	FS	38940.0	1	1837	9260064	0.002888364779874214	0.16545283018867923	412005	93783	38317	25579	22112	18890	15790	9524	3986	3663	3308	2440	1560	845	1686	1819	1753	1541	1145	701	402	798	1061924	1457466	1738816	1617770	1279008	811202	1852640	6	38241	440904	10	113348	2196100	20	147993	5715560	30	36892	2133930	40	125773	9698600	50	32807	3176900	60	4438	519540	80	10795	1668240	100	38118	7270200	120	788	186120	160	2020	606560	200	3005	1157600	400	249	195600	500	1	500	1000	0	0	
637000	9998087820	88	1	0.0	138848	56056000	5.414382E7	0.21797174254317112	0.9658880405308977	138858	35032534	0.21798744113029828	0.6249560082774368	14420	45 18 35 0 93	Base Normal	1898	9828254	0.002979591836734694	0.17532920650777795	17496	20510	70 94 70 57 3	FS	38940.0	1	1842	9283032	0.002891679748822606	0.16560282574568289	412647	93932	38376	25622	22147	18917	15821	9538	3987	3665	3311	2441	1561	845	1686	1820	1754	1542	1146	702	402	798	1061996	1459146	1744096	1617970	1281204	811202	1852640	6	38285	441414	10	113526	2200000	20	148260	5726020	30	36943	2137560	40	125973	9716000	50	32847	3179800	60	4449	520380	80	10817	1672400	100	38204	7287300	120	789	186240	160	2021	606720	200	3009	1162200	400	250	196000	500	1	500	1000	0	0	
638000	9998106810	88	1	0.0	139077	56144000	5.425081E7	0.21798902821316615	0.9662797449415788	139087	35105094	0.21800470219435736	0.625268844400114	14420	45 18 35 0 93	Base Normal	1900	9860044	0.0029780564263322882	0.17562061840980336	17528	20510	70 94 70 57 3	FS	38940.0	1	1843	9285672	0.00288871473354232	0.16539028213166143	413318	94073	38420	25657	22177	18950	15849	9556	3994	3668	3313	2443	1564	846	1700	1822	1756	1542	1147	703	403	802	1062936	1460136	1744096	1618370	1290204	824782	1859520	6	38353	442344	10	113699	2203700	20	148520	5737720	30	37020	2140200	40	126194	9733640	50	32908	3185250	60	4451	520500	80	10846	1681360	100	38291	7305000	120	790	186360	160	2021	606720	200	3013	1165800	400	250	196000	500	1	500	1000	0	0	
639000	9998124250	88	1	0.0	139299	56232000	5.435625E7	0.21799530516431925	0.9666426589842083	139309	35154378	0.21801095461658843	0.6251667733674776	14420	45 18 35 0 93	Base Normal	1904	9903792	0.002979655712050078	0.17612377294067436	17576	20510	70 94 70 57 3	FS	38940.0	1	1847	9298080	0.002890453834115806	0.16535211267605635	413962	94232	38474	25697	22216	18977	15871	9571	4000	3678	3316	2449	1566	848	1719	1826	1758	1545	1149	705	405	811	1064836	1460646	1749840	1622620	1299876	827190	1878784	6	38435	443178	10	113863	2206420	20	148783	5747080	30	37075	2143560	40	126388	9745240	50	32965	3190900	60	4456	521040	80	10861	1682720	100	38361	7317300	120	790	186360	160	2022	606880	200	3018	1166800	400	251	196400	500	1	500	1000	0	0	
640000	9998112536	88	1	1920.0	139523	56320000	5.4432536E7	0.2180046875	0.9664867897727273	139533	35215386	0.2180203125	0.6252731889204546	14420	45 18 35 0 93	Base Normal	1905	9906222	0.0029765625	0.17589172585227272	17584	20510	70 94 70 57 3	FS	38940.0	1	1850	9310928	0.002890625	0.165321875	414601	94400	38537	25735	22250	19002	15891	9584	4001	3681	3317	2451	1567	848	1719	1827	1759	1546	1150	706	405	811	1064876	1460676	1750080	1623420	1301196	827190	1878784	6	38495	444066	10	114053	2210450	20	149064	5756340	30	37141	2147100	40	126579	9760760	50	33009	3195850	60	4460	521520	80	10880	1686000	100	38430	7333200	120	791	186480	160	2025	608320	200	3022	1168400	400	251	196400	500	1	500	1000	0	0	
641000	9998131174	88	1	0.0	139776	56408000	5.4539174E7	0.21805928237129485	0.9668694865976457	139786	35288400	0.21807488299531982	0.6255921145936747	14420	45 18 35 0 93	Base Normal	1908	9933510	0.0029765990639625587	0.176101084952489	17616	20510	70 94 70 57 3	FS	38940.0	1	1852	9317264	0.0028892355694227767	0.16517628705148205	415243	94537	38598	25786	22290	19037	15910	9599	4008	3684	3325	2453	1568	849	1729	1830	1762	1548	1151	707	406	819	1065196	1462602	1753800	1624420	1303428	827680	1896384	6	38560	444870	10	114250	2214090	20	149279	5765260	30	37208	2150520	40	126789	9774880	50	33109	3210200	60	4468	522660	80	10895	1687600	100	38525	7353300	120	791	186480	160	2029	609440	200	3027	1171800	400	252	196800	500	1	500	1000	0	0	
642000	9998141960	88	1	0.0	139982	56496000	5.463796E7	0.21804049844236761	0.9671120079297649	139992	35349004	0.21805607476635513	0.6256903851600113	14420	45 18 35 0 93	Base Normal	1911	9963772	0.002976635514018692	0.17636243273860097	17648	20510	70 94 70 57 3	FS	38940.0	1	1854	9325184	0.0028878504672897195	0.16505919003115266	415872	94698	38663	25833	22315	19070	15939	9610	4013	3690	3330	2459	1570	850	1736	1833	1765	1551	1153	707	407	824	1067688	1463652	1755040	1625920	1303428	830060	1917984	6	38636	446274	10	114422	2218280	20	149534	5773220	30	37265	2154030	40	126945	9788760	50	33166	3215100	60	4478	524040	80	10908	1689360	100	38602	7370800	120	793	187200	160	2031	610240	200	3033	1174400	400	252	196800	500	1	500	1000	0	0	
643000	9998131622	88	1	0.0	140192	56584000	5.4715622E7	0.21802799377916018	0.9669804538385409	140202	35400770	0.21804354587869362	0.6256321575003535	14420	45 18 35 0 93	Base Normal	1916	9978756	0.002979782270606532	0.1763529619680475	17688	20510	70 94 70 57 3	FS	38940.0	1	1856	9336096	0.0028864696734059096	0.16499533437013997	416518	94840	38721	25886	22349	19103	15960	9623	4025	3699	3338	2463	1574	851	1738	1838	1770	1554	1156	709	408	824	1072408	1468212	1756576	1627610	1304856	831110	1917984	6	38674	446550	10	114624	2222050	20	149718	5779620	30	37329	2156550	40	127147	9806800	50	33204	3220300	60	4484	524880	80	10927	1692560	100	38653	7379000	120	796	187560	160	2038	612000	200	3039	1175600	400	252	196800	500	1	500	1000	0	0	
644000	9998135428	88	1	0.0	140421	56672000	5.4807428E7	0.21804503105590062	0.9670988848108414	140431	35454272	0.21806055900621119	0.625604743083004	14420	45 18 35 0 93	Base Normal	1917	9982828	0.0029767080745341616	0.17615097402597402	17696	20510	70 94 70 57 3	FS	38940.0	1	1863	9370328	0.0028928571428571428	0.16534316770186336	417167	94982	38782	25920	22383	19140	15984	9642	4027	3703	3339	2464	1574	851	1738	1839	1771	1555	1156	709	408	824	1073608	1468812	1758848	1627610	1304856	831110	1917984	6	38764	447432	10	114831	2226140	20	149986	5789000	30	37368	2160420	40	127337	9822480	50	33244	3222900	60	4492	526260	80	10949	1697280	100	38691	7387700	120	796	187560	160	2041	612800	200	3043	1177000	400	252	196800	500	1	500	1000	0	0	
645000	9998126396	88	1	0.0	140621	56760000	5.4886396E7	0.21801705426356588	0.9669907681465821	140631	35514320	0.21803255813953487	0.62569274136716	14420	45 18 35 0 93	Base Normal	1917	9982828	0.002972093023255814	0.17587787174066244	17696	20510	70 94 70 57 3	FS	38940.0	1	1866	9389248	0.0028930232558139536	0.1654201550387597	417808	95126	38836	25966	22429	19167	16008	9660	4027	3703	3339	2464	1574	851	1738	1839	1771	1555	1156	709	408	824	1073608	1468812	1758848	1627610	1304856	831110	1917984	6	38823	447930	10	114951	2228540	20	150200	5797100	30	37434	2163420	40	127513	9835000	50	33301	3228150	60	4503	527040	80	10956	1698400	100	38763	7411000	120	797	187680	160	2045	613760	200	3044	1178600	400	253	197200	500	1	500	1000	0	0	
646000	9998143478	88	1	0.0	140811	56848000	5.4991478E7	0.21797368421052632	0.967342351533915	140821	35563328	0.2179891640866873	0.6255862651280608	14420	45 18 35 0 93	Base Normal	1921	10012502	0.002973684210526316	0.17612760343371797	17728	20510	70 94 70 57 3	FS	38940.0	1	1869	9415648	0.002893188854489164	0.16562848297213623	418452	95281	38893	26001	22468	19195	16033	9677	4034	3713	3345	2469	1577	852	1738	1843	1775	1558	1159	711	408	824	1076688	1474146	1761968	1640110	1310496	831110	1917984	6	38869	448578	10	115150	2231450	20	150372	5803880	30	37488	2167410	40	127656	9845280	50	33348	3231350	60	4508	527340	80	10989	1705040	100	38808	7419900	120	799	188520	160	2050	616480	200	3047	1180400	400	253	197200	500	1	500	1000	0	0	
647000	9998149362	88	1	0.0	141047	56936000	5.5085362E7	0.2180015455950541	0.9674961711395251	141057	35618934	0.21801700154559506	0.6255960025291556	14420	45 18 35 0 93	Base Normal	1927	10041276	0.0029783616692426584	0.1763607559364901	17784	20510	70 94 70 57 3	FS	38940.0	1	1871	9425152	0.002891808346213292	0.16553941267387945	419107	95432	38955	26041	22495	19218	16065	9687	4046	3726	3354	2475	1582	856	1745	1848	1780	1563	1163	714	410	828	1078248	1476936	1767936	1647980	1313556	832860	1923760	6	38924	449154	10	115317	2234100	20	150612	5815320	30	37537	2169900	40	127893	9861560	50	33391	3235200	60	4514	527760	80	11008	1707440	100	38880	7434200	120	800	189000	160	2052	616800	200	3048	1180800	400	253	197200	500	1	500	1000	0	0	
648000	9998148682	88	1	0.0	141274	57024000	5.5172682E7	0.21801543209876542	0.9675344065656566	141284	35671458	0.21803086419753087	0.6255516624579125	14420	45 18 35 0 93	Base Normal	1929	10053192	0.002976851851851852	0.1762975589225589	17800	20510	70 94 70 57 3	FS	38940.0	1	1876	9448032	0.0028950617283950617	0.16568518518518519	419761	95588	39007	26075	22531	19249	16088	9701	4048	3731	3357	2479	1583	857	1745	1850	1782	1565	1165	715	411	828	1079108	1480626	1772464	1649530	1313808	833896	1923760	6	38961	449538	10	115515	2237920	20	150867	5825180	30	37573	2172090	40	128115	9877360	50	33453	3242450	60	4516	528180	80	11026	1711120	100	38915	7439200	120	800	189000	160	2059	620320	200	3051	1181400	400	253	197200	500	1	500	1000	0	0	
